Temp,D.O. (mg/l),PH,CONDUCTIVITY (µmhos/cm),FECAL COLIFORM (MPN/100ml),TOTAL COLIFORM (MPN/100ml)Mean
27.4,6.4,7.7,203.0,3.0,357.0
28.8,7.3,7.3,308.0,116.0,185.0
30.8,6.8,7.8,23761.0,145.0,460.0
28.0,7.5,8.1,228.0,3390.0,5850.0
27.3,7.7,8.1,243.0,1930.0,4450.0
29.0,7.6,7.9,191.0,1188.0,1985.0
24.5,7.5,7.9,237.0,1225.0,2425.0
24.8,7.4,7.7,865.0,1300.0,2675.0
25.3,6.7,6.9,132.0,953.0,1823.0
26.8,7.1,7.9,211.0,1065.0,2098.0
29.0,6.7,7.9,182.0,735.0,1510.0
29.0,7.4,8.8,434.0,,
28.0,6.4,8.3,565.0,,
28.0,6.9,8.8,238.0,,
28.0,6.3,6.6,425.0,,
24.8,7.4,7.0,75.0,78.0,118.0
27.2,7.2,6.8,70.0,78.0,148.0
27.3,6.6,7.0,119.0,233.0,374.0
28.4,6.9,7.0,236.0,83.0,157.0
26.8,7.0,6.9,73.0,87.0,144.0
25.2,7.2,6.9,75.0,83.0,128.0
28.4,6.9,7.2,385.0,108.0,196.0
28.2,6.4,7.6,860.0,253.0,379.0
24.0,7.6,6.6,166.0,90.0,140.0
29.0,6.9,7.2,308.0,60.0,170.0
25.0,6.8,6.7,247.0,280.0,500.0
25.0,6.6,6.9,359.0,110.0,280.0
15.0,6.5,7.6,450.0,,
23.5,6.1,7.8,825.0,,
,6.5,8.4,240.0,,
15.0,6.9,7.8,480.0,,
20.3,5.6,6.7,807.0,1825.0,7500.0
20.0,4.9,6.8,1097.0,14000.0,46250.0
20.0,4.9,6.6,834.0,2875.0,9500.0
19.8,5.2,6.7,1027.0,17500.0,57500.0
32.7,3.3,7.9,897.0,5.0,12.0
34.5,4.9,8.0,510.0,4.0,8.0
19.8,5.0,6.9,1172.0,15500.0,48750.0
27.0,4.8,7.8,599.0,2200.0,5000.0
20.5,4.7,6.7,906.0,23500.0,47500.0
20.5,5.4,6.8,883.0,9500.0,21750.0
20.5,5.1,7.6,1069.0,20250.0,49250.0
21.0,4.2,7.6,1168.0,20000.0,46500.0
20.3,4.8,6.6,905.0,6000.0,10500.0
20.0,4.5,6.6,1269.0,21000.0,42750.0
20.0,4.7,6.7,1216.0,13250.0,31500.0
21.3,5.2,7.3,465.0,4.0,9.0
22.1,7.8,8.2,410.0,16.0,32.0
22.33,6.7,8.12,396.0,10.0,29.0
21.5,8.0,8.1,403.0,12.0,25.0
24.0,4.88,7.94,149.0,,165.0
22.0,5.67,7.02,153.0,,22.0
24.0,6.0,6.9,300.0,,91.0
23.0,6.15,7.45,234.0,,222.0
23.0,2.7,7.35,357.0,,636.0
24.0,2.98,7.52,422.0,,531.0
24.0,5.48,7.42,180.0,,136.0
23.0,5.13,7.46,162.0,,211.0
25.0,7.85,7.13,254.0,345.0,488.0
24.0,6.58,6.5,655.0,40.0,60.0
20.0,7.58,7.03,191.0,2350.0,2900.0
24.0,8.23,7.05,137.0,243.0,323.0
25.0,8.23,7.38,143.0,255.0,360.0
22.0,6.6,7.3,210.0,8.5,242.0
22.0,6.8,7.2,220.0,,97.0
23.0,6.8,7.0,317.0,8.0,45.0
23.0,6.4,6.7,323.0,19.0,205.0
28.0,6.5,7.7,146.0,302.0,390.0
28.0,6.2,7.7,176.0,532.0,592.0
29.0,6.3,8.0,198.0,524.0,686.0
28.0,7.3,7.4,332.0,6.0,12.0
29.0,6.5,7.5,21417.0,15.0,37.0
30.0,6.1,7.3,11855.0,180.0,902.0
30.0,6.3,7.4,24506.0,158.0,698.0
30.0,5.9,7.5,25343.0,180.0,1800.0
30.0,6.6,7.8,371.0,180.0,1800.0
30.0,6.2,7.4,368.0,265.0,1075.0
30.0,6.7,7.7,354.0,137.0,947.0
33.0,6.8,8.0,374.0,180.0,1800.0
30.0,5.9,7.4,7173.0,7.0,607.0
28.0,7.3,7.4,332.0,6.0,12.0
30.0,5.7,8.0,601.0,14600.0,28666.0
30.0,4.7,8.3,753.0,9166.0,21333.0
28.0,5.8,7.8,16177.0,10100.0,25000.0
30.0,2.5,7.5,1108.0,16.0,85.0
30.0,6.1,8.1,14921.0,4300.0,23625.0
30.0,0.6,7.1,3115.0,4450.0,15425.0
27.0,3.2,7.8,5073.0,833.0,1366.0
30.0,4.2,8.2,901.0,9750.0,21500.0
28.0,2.9,8.3,11405.0,49.0,148.0
29.0,5.0,7.7,47156.0,41.0,114.0
31.0,7.2,6.3,14100.0,13.0,17.0
29.0,5.5,7.8,401.0,2.0,5.0
30.0,6.2,6.9,11000.0,13.0,17.0
29.0,6.5,6.8,30190.0,5.0,8.0
24.0,8.1,7.7,7400.0,79.0,130.0
27.0,7.8,6.4,609.0,49.0,70.0
27.0,7.8,6.4,90.0,13.0,17.0
28.0,7.2,6.5,8240.0,17.0,46.0
27.0,4.2,7.6,5543.0,2.0,8.0
26.0,6.5,6.4,505.0,8.0,13.0
28.0,7.4,6.9,3844.0,5.0,10.0
28.0,5.4,7.0,7692.0,29.0,48.0
27.0,6.6,7.2,692.0,105.0,175.0
29.0,5.1,7.5,,1201.0,1754.0
29.0,7.3,6.8,20640.0,87.0,162.0
28.0,7.2,6.9,5350.0,134.0,206.0
28.0,7.0,6.8,4800.0,69.0,126.0
28.0,5.5,7.7,8092.0,410.0,800.0
29.0,6.9,7.6,136.0,143.0,309.0
29.0,6.9,7.7,120.0,207.0,280.0
28.0,6.7,8.0,111.0,45.0,143.0
26.0,6.9,7.3,229.0,108.0,257.0
29.0,6.8,7.5,171.0,88.0,199.0
29.0,6.9,7.3,183.0,2.0,56.0
34.0,3.3,7.6,29464.0,1195.0,1536.0
32.0,5.4,7.2,925.0,279.0,512.0
22.0,6.2,7.2,13848.0,6.0,127.0
26.0,7.0,7.4,225.0,152.0,375.0
35.0,6.6,8.1,102.0,165.0,345.0
28.0,8.1,6.3,1414.0,100.0,690.0
27.0,6.9,6.8,41.0,261.0,1487.0
27.0,6.9,6.9,78.0,393.0,703.0
26.0,6.7,6.9,5507.0,433.0,715.0
27.0,7.3,7.0,49.0,228.0,445.0
28.0,6.7,6.7,67.0,309.0,1025.0
29.0,6.5,6.6,109.0,142.0,679.0
26.0,0.7,6.6,4235.0,40833.0,59417.0
27.0,6.9,6.5,108.0,540.0,1083.0
28.0,6.4,6.6,48.0,154.0,603.0
26.0,7.2,6.7,109.0,1000.0,1400.0
29.0,6.8,7.1,61.0,130.0,485.0
28.0,6.1,6.7,244.0,655.0,1113.0
27.0,6.8,7.0,62.0,240.0,434.0
28.0,7.1,7.0,59.0,540.0,890.0
27.0,7.4,6.6,64.0,288.0,1425.0
26.0,6.4,7.0,79.0,271.0,493.0
26.0,7.2,6.7,73.0,335.0,2150.0
27.0,6.2,7.0,83.0,282.0,505.0
29.0,6.1,6.7,55.0,825.0,1450.0
28.0,6.6,6.5,79.0,195.0,650.0
26.0,6.9,6.7,198.0,40.0,180.0
27.0,7.3,6.5,44.0,233.0,400.0
28.0,6.2,6.6,15738.0,233.0,360.0
29.0,5.2,7.1,18459.0,518.0,918.0
28.0,7.4,7.0,45.0,1043.0,1933.0
28.0,7.6,6.7,52.0,613.0,963.0
28.0,2.9,6.3,841.0,430.0,913.0
26.0,6.6,6.7,72.0,463.0,1655.0
26.0,6.4,6.7,122.0,343.0,1630.0
26.0,5.4,6.6,102.0,240.0,1913.0
27.0,6.2,7.0,5656.0,162.0,289.0
27.0,6.9,7.1,71.0,125.0,246.0
28.0,6.7,6.5,55.0,265.0,500.0
28.0,5.7,6.7,127.0,221.0,473.0
28.0,6.0,6.9,77.0,290.0,500.0
28.0,5.2,6.1,4968.0,235.0,820.0
28.0,7.4,6.4,78.0,280.0,720.0
27.0,3.5,7.3,20430.0,560.0,1290.0
27.0,6.0,7.1,13257.0,750.0,1465.0
28.0,6.4,6.1,62.0,213.0,425.0
27.0,6.6,6.3,59.0,248.0,385.0
27.0,7.1,6.4,59.0,178.0,275.0
28.0,6.4,7.1,7035.0,110.0,195.0
28.0,7.3,6.2,51.0,195.0,340.0
29.0,6.8,6.5,80.0,53.0,100.0
28.0,6.4,6.7,3131.0,820.0,1055.0
27.0,5.8,6.5,59.0,1800.0,2788.0
28.0,5.2,7.2,19885.0,843.0,2275.0
27.0,7.7,6.8,67.0,1740.0,2257.0
28.0,5.7,7.2,19085.0,1845.0,2785.0
25.0,6.7,6.3,177.0,1583.0,2807.0
28.0,6.4,6.4,4165.0,168.0,303.0
27.0,6.2,7.6,498.0,613.0,1400.0
27.0,6.8,7.5,119.0,478.0,918.0
27.0,7.1,7.6,161.0,710.0,1675.0
28.0,5.9,6.7,70.0,74.0,428.0
28.0,5.8,6.5,864.0,199.0,876.0
29.0,4.7,6.6,69.0,234.0,1083.0
28.0,6.5,6.6,1204.0,175.0,689.0
28.0,1.4,6.2,129.0,351.0,882.0
28.0,1.5,6.3,73.0,298.0,1225.0
28.0,7.0,7.5,226.0,3.0,83.0
30.0,7.7,8.1,330.0,1675.0,3025.0
30.0,7.5,7.9,20786.0,613.0,868.0
28.0,7.2,8.2,315.0,2600.0,4275.0
28.0,7.6,8.1,301.0,2360.0,4175.0
28.0,7.3,8.0,225.0,1295.0,2175.0
27.0,7.4,8.0,238.0,2950.0,5975.0
27.0,7.2,7.7,835.0,1550.0,2750.0
29.0,7.2,7.8,169.0,328.0,690.0
28.0,7.0,8.1,240.0,785.0,1525.0
29.0,7.4,8.1,153.0,505.0,1105.0
33.0,7.7,7.8,220.0,,
33.0,7.1,7.6,406.0,,
33.0,6.8,7.4,309.0,,
28.0,5.1,8.4,4120.0,,
21.0,7.6,7.9,446.0,,
24.0,7.4,6.8,337.0,115.0,208.0
28.0,7.5,6.7,180.0,100.0,176.0
28.0,6.9,6.8,127.0,222.0,357.0
30.0,7.0,7.0,305.0,113.0,191.0
27.0,7.2,6.7,323.0,94.0,167.0
26.0,7.4,6.7,364.0,91.0,150.0
29.0,7.5,7.2,473.0,220.0,338.0
26.0,6.7,7.4,544.0,158.0,253.0
27.0,7.0,7.2,286.0,85.0,189.0
28.0,6.4,7.0,307.0,457.0,507.0
29.0,6.6,7.1,250.0,74.0,544.0
28.0,6.5,7.9,566.0,3.0,32.0
22.0,6.0,7.3,755.0,1000.0,4950.0
21.0,4.9,7.4,892.0,8000.0,75000.0
22.0,6.4,7.1,1085.0,,
20.0,5.6,8.1,905.0,,
22.0,5.0,6.7,813.0,1300.0,9000.0
21.0,5.6,7.3,964.0,8000.0,70000.0
20.0,5.7,7.4,968.0,5000.0,25500.0
21.0,5.3,7.4,779.0,7000.0,52500.0
21.0,4.8,7.4,825.0,9500.0,75000.0
23.0,2.9,7.3,1035.0,3050.0,27500.0
21.0,4.5,7.2,885.0,1100.0,12000.0
20.0,4.8,7.5,896.0,7000.0,70000.0
24.0,3.1,7.6,1130.0,9000.0,75000.0
25.0,3.1,7.6,1000.0,6000.0,62500.0
28.0,1.9,8.4,2187.0,,
28.0,7.0,7.8,350.0,,
16.0,7.2,6.2,930.0,,
22.0,5.475,7.82,721.5,87.25,249.0
23.0,4.8,7.3,260.0,3.0,7.0
23.0,7.6,7.5,307.0,,153.0
23.0,8.4,7.4,106.0,,36.0
23.0,9.0,7.8,221.0,,77.0
25.0,8.7,7.4,318.0,,132.0
25.0,1.9,7.3,537.0,,525.0
25.0,7.7,7.3,550.0,,603.0
25.0,7.9,7.6,185.0,,115.0
26.0,8.0,7.6,202.0,,85.0
25.0,7.4,7.6,214.0,,148.0
23.0,8.3,7.7,185.0,,75.0
18.0,9.6,7.1,225.0,310.0,460.0
19.0,8.8,7.2,131.0,,205.0
24.0,7.4,7.8,272.0,8.0,295.0
24.0,7.5,7.8,327.0,0.0,56.0
26.0,8.1,7.8,365.0,13.0,33.0
26.0,7.9,7.5,350.0,41.0,90.0
28.0,6.6,7.7,143.0,201.0,322.0
29.0,6.3,7.6,164.0,442.0,577.0
28.0,5.7,7.8,170.0,469.0,608.0
21.0,6.4,7.025,187.63,2225.0,2925.0
25.0,8.35,7.125,110.75,252.5,355.0
24.0,8.45,6.95,104.25,222.5,312.5
,,7.6,281.0,,
25.0,7.2,7.8,262.0,19.0,50.0
25.0,4.9,7.4,10362.0,14.0,29.0
27.0,5.1,7.8,530.0,64125.0,137000.0
28.0,6.0,8.2,612.0,28650.0,68650.0
30.0,6.1,8.1,8782.0,16100.0,38667.0
27.0,1.1,7.8,1076.0,28.0,77.0
29.0,6.8,8.0,3431.0,32120.0,49061.0
25.0,4.5,7.6,1161.0,99.0,259.0
25.0,6.0,7.3,8838.0,14.0,31.0
30.0,0.0,7.1,3080.0,3000.0,9000.0
28.0,2.8,7.9,663.0,150250.0,358000.0
29.0,5.6,8.0,1265.0,503.0,1693.0
28.0,4.1,7.9,4491.0,58.0,116.0
29.0,6.3,7.9,43983.0,105.0,188.0
30.0,6.6,7.8,37.0,10.0,13.0
28.0,6.8,7.1,11.0,22.0,33.0
27.0,6.5,7.5,28.0,20.0,44.0
28.0,7.1,8.0,49.0,3.0,7.0
26.0,7.6,7.3,93.0,240.0,350.0
26.0,7.4,7.0,67.0,467.0,809.0
27.0,7.0,7.3,89.0,30.0,42.0
29.0,5.4,7.3,75.0,350.0,2400.0
28.0,6.7,7.2,95.0,18.0,22.0
28.0,6.8,6.9,58.0,25.0,53.0
25.0,5.6,6.8,67.0,82.0,137.0
28.0,5.2,7.2,29.0,37.0,144.0
26.0,6.2,7.1,146.0,920.0,2400.0
31.0,3.6,7.0,29.0,33.0,170.0
30.0,6.8,7.2,1370.0,33.0,110.0
28.0,8.1,7.1,335.0,1300.0,5400.0
26.0,6.3,7.6,119.0,157.0,781.0
27.0,6.4,7.6,109.0,95.0,316.0
27.0,5.9,7.2,119.0,133.0,223.0
25.0,5.3,7.7,109.0,165.0,296.0
26.0,6.0,7.8,301.0,166.0,1050.0
22.0,6.6,7.2,131.0,285.0,737.0
22.0,6.8,7.2,110.0,480.0,1036.0
27.0,6.7,7.6,109.0,260.0,624.0
29.0,5.2,7.0,478.0,500.0,1008.0
21.0,6.9,6.6,291.0,4.0,104.0
32.0,0.7,7.3,12697.0,642.0,1259.0
23.0,6.8,6.6,6232.0,6.0,106.0
29.0,6.2,6.5,1638.0,349.0,816.0
28.0,7.3,6.6,36.0,304.0,1056.0
28.0,6.4,6.7,41.0,443.0,1179.0
28.0,5.1,6.8,52.0,555.0,1680.0
28.0,6.8,6.7,183.0,358.0,1748.0
27.0,6.3,6.3,115.0,455.0,2865.0
28.0,7.2,6.7,455.0,245.0,753.0
27.0,6.8,6.9,80.0,207.0,508.0
27.0,6.8,7.0,4515.0,184.0,427.0
29.0,7.7,7.2,47.0,253.0,452.0
29.0,7.1,6.8,57.0,230.0,681.0
29.0,6.6,6.3,148.0,190.0,935.0
26.0,1.8,6.8,2012.0,20458.0,31167.0
26.0,6.7,6.2,40.0,425.0,1100.0
26.0,5.8,6.3,65.0,525.0,1200.0
26.0,5.1,6.3,50.0,700.0,1600.0
26.0,6.6,6.2,42.0,475.0,925.0
27.0,6.6,6.4,43.0,400.0,975.0
27.0,6.7,6.4,50.0,500.0,1175.0
26.0,6.6,6.3,46.0,624.0,1010.0
27.0,5.9,6.4,54.0,375.0,985.0
27.0,7.6,6.7,55.0,295.0,1575.0
27.0,6.5,6.7,72.0,30.0,775.0
29.0,7.3,7.4,71.0,490.0,940.0
27.0,6.3,6.7,79.0,190.0,702.0
26.0,6.9,6.6,33.0,0.0,28.0
27.0,6.8,6.7,46.0,30.0,150.0
29.0,5.9,7.1,6666.0,118.0,393.0
28.0,6.4,7.1,17771.0,760.0,1865.0
28.0,7.3,6.7,62.0,293.0,920.0
28.0,7.6,6.6,61.0,85.0,503.0
30.0,2.4,6.7,221.0,220.0,660.0
27.0,7.1,6.8,89.0,620.0,1600.0
27.0,6.4,6.7,110.0,1400.0,3200.0
27.0,3.5,6.9,105.0,265.0,800.0
28.0,7.4,7.3,155.0,570.0,920.0
28.0,6.8,6.9,77.0,215.0,470.0
27.0,5.5,6.5,75.0,1300.0,2100.0
31.0,5.4,6.5,102.0,320.0,680.0
30.0,4.8,6.8,90.0,730.0,1090.0
28.0,5.8,6.3,87.0,633.0,1500.0
27.0,7.3,6.6,57.0,297.0,883.0
28.0,5.8,7.5,18291.0,435.0,1000.0
28.0,6.2,6.7,2497.0,510.0,1100.0
27.0,7.3,6.1,45.0,150.0,1050.0
27.0,7.6,6.3,39.0,1040.0,2588.0
25.0,7.7,6.6,31.0,490.0,1300.0
28.0,5.4,5.9,595.0,570.0,1375.0
28.0,7.4,6.1,30.0,690.0,1050.0
28.0,6.6,5.9,37.0,540.0,1725.0
28.0,6.5,6.5,1135.0,850.0,1850.0
27.0,7.2,5.9,39.0,440.0,1500.0
29.0,6.3,6.5,925.0,830.0,1550.0
27.0,7.6,6.6,50.0,1660.0,3000.0
27.0,7.3,6.5,64.0,1280.0,2850.0
27.0,7.5,7.0,74.0,1400.0,2800.0
26.0,4.4,7.3,428.0,285.0,1090.0
27.0,6.8,7.0,169.0,255.0,560.0
29.0,1.7,6.2,181.0,672.0,2208.0
29.0,3.0,6.1,80.0,268.0,1240.0
28.0,6.9,7.8,469.0,152.0,5874.0
32.0,7.7,8.1,266.0,1950.0,3175.0
32.0,6.8,7.8,16468.0,440.0,775.0
28.0,7.5,8.2,233.0,2600.0,4300.0
26.0,7.6,8.1,233.0,2025.0,3200.0
26.0,7.0,7.6,593.0,,
25.0,7.6,6.6,118.0,70.0,180.0
27.0,6.8,6.6,179.0,118.0,253.0
28.0,6.8,6.7,172.0,263.0,402.0
28.0,6.9,7.1,260.0,110.0,200.0
27.0,7.3,6.6,94.0,73.0,150.0
26.0,7.4,6.7,88.0,89.0,173.0
28.0,7.2,7.2,439.0,236.0,415.0
27.0,6.8,7.6,749.0,424.0,699.0
26.0,6.9,7.3,252.0,322.0,858.0
29.0,7.0,7.3,46.0,49.0,707.0
31.0,7.0,7.3,40.0,12.0,81.0
30.0,7.7,8.1,195.0,0.0,10.0
23.0,8.0,8.2,572.0,12.0,26.0
24.0,3.8,7.8,1424.0,,
23.0,4.9,7.8,704.0,57.0,375.0
20.0,5.9,7.2,703.0,1950.0,21000.0
21.0,5.3,7.4,1095.0,48000.0,217500.0
30.0,6.7,6.9,1094.0,,
30.0,6.2,7.0,1312.0,,
21.0,5.7,7.3,732.0,5450.0,45500.0
21.0,5.0,7.2,983.0,32250.0,135000.0
20.0,5.0,7.3,748.0,12500.0,90000.0
20.0,5.1,7.2,760.0,22000.0,122500.0
21.0,4.5,7.2,856.0,34000.0,232500.0
21.0,4.4,7.2,1184.0,17250.0,70000.0
20.0,4.5,7.4,1186.0,13000.0,78333.0
21.0,5.2,7.5,1036.0,28750.0,155000.0
21.0,5.5,7.6,973.0,130500.0,392500.0
21.0,5.6,7.6,951.0,22500.0,712500.0
25.0,6.4,7.9,378.0,,
31.0,6.8,7.0,970.0,,
21.0,5.4,7.8,438.0,3.0,6.0
27.0,7.9,6.7,120.0,,135.0
26.0,6.2,7.3,135.0,,113.0
27.0,8.2,7.6,176.0,,135.0
28.0,6.6,7.4,112.0,,91.0
26.0,7.9,7.8,196.0,,73.0
29.0,9.0,8.0,269.0,,155.0
28.0,,8.0,698.0,,
30.0,9.6,7.6,633.0,,30.0
27.0,3.2,6.8,389.0,,633.0
28.0,5.5,7.5,375.0,,383.0
19.0,5.0,3.2,630.0,27.0,33.0
26.0,7.0,7.8,122.0,,3.0
26.0,7.2,7.8,130.0,,3.0
25.0,6.6,8.0,151.0,,6.0
25.0,6.7,7.9,188.0,,8.0
28.0,6.1,7.7,120.0,264.0,350.0
29.0,5.4,7.3,141.0,285.0,510.0
28.0,5.8,7.8,161.0,518.0,588.0
,,7.6,253.0,,
25.0,7.0,7.7,448.0,17.0,42.0
25.0,4.8,7.5,20360.0,23.0,65.0
27.0,4.9,7.7,904.0,13950.0,32750.0
28.0,6.4,8.0,477.0,12325.0,22825.0
29.0,6.7,7.9,14111.0,10725.0,21000.0
28.0,5.7,7.6,868.0,5.0,57.0
30.0,6.2,8.0,899.0,10275.0,16500.0
26.0,4.8,7.6,14426.0,32.0,148.0
27.0,6.2,7.4,29920.0,14.0,41.0
27.0,,7.5,5414.0,3.0,14.0
27.0,4.2,7.8,589.0,23575.0,50250.0
30.0,6.8,7.5,2870.0,582.0,1114.0
29.0,6.5,6.9,1690.0,555.0,1331.0
29.0,6.5,7.1,3110.0,1243.0,2056.0
29.0,6.4,7.7,44000.0,814.0,1287.0
27.0,7.2,7.2,70.0,1554.0,2887.0
28.0,7.2,6.8,60.0,5778.0,10403.0
28.0,7.4,7.1,80.0,475.0,1010.0
28.0,7.2,6.9,80.0,1009.0,1938.0
29.0,7.4,7.0,66.0,700.0,1451.0
28.0,6.3,6.6,66.0,1427.0,3293.0
26.0,6.4,7.3,103.0,126.0,753.0
27.0,6.7,7.4,103.0,64.0,644.0
28.0,6.6,7.5,97.0,16.0,169.0
28.0,5.7,7.2,531.0,116.0,456.0
25.0,6.4,7.1,113.0,60.0,400.0
25.0,6.6,7.2,88.0,228.0,1146.0
22.0,6.2,7.3,117.0,169.0,638.0
28.0,5.5,6.6,1314.0,290.0,668.0
27.0,7.5,6.8,32.0,200.0,738.0
28.0,6.7,6.8,42.0,230.0,804.0
28.0,6.9,6.7,73.0,688.0,1242.0
28.0,6.8,6.9,7920.0,391.0,813.0
29.0,7.4,7.2,49.0,327.0,641.0
28.0,7.2,6.8,58.0,173.0,556.0
29.0,6.8,6.6,115.0,148.0,635.0
28.0,0.8,6.8,2156.0,14825.0,20733.0
26.0,7.1,6.1,34.0,1300.0,1975.0
26.0,5.9,6.2,52.0,1100.0,1775.0
26.0,5.1,6.2,55.0,1275.0,2000.0
26.0,6.7,6.2,43.0,1325.0,2100.0
26.0,5.8,6.2,34.0,975.0,1625.0
26.0,6.4,6.2,39.0,1375.0,1900.0
26.0,6.6,6.3,41.0,1033.0,1442.0
26.0,5.4,6.2,47.0,1250.0,1825.0
28.0,6.7,6.7,80.0,1655.0,3050.0
27.0,6.4,7.0,112.0,3850.0,5725.0
29.0,6.3,7.1,83.0,643.0,1080.0
28.0,6.2,6.5,95.0,1075.0,2550.0
28.0,6.9,6.4,41.0,83.0,285.0
27.0,6.8,6.5,51.0,98.0,435.0
28.0,6.6,6.9,11654.0,338.0,963.0
28.0,7.0,7.2,11962.0,68.0,550.0
28.0,7.5,6.9,52.0,138.0,685.0
28.0,7.4,6.8,68.0,160.0,725.0
29.0,2.8,6.6,1239.0,263.0,645.0
28.0,6.2,7.6,380.0,1318.0,24583.0
30.0,7.9,7.9,382.0,993.0,2700.0
28.0,8.1,8.0,21030.0,146.0,463.0
30.0,7.2,7.7,244.0,980.0,1793.0
32.0,6.7,7.6,231.0,1460.0,3133.0
29.0,7.0,8.1,637.0,,
26.0,7.5,6.5,65.0,108.0,319.0
28.0,6.8,6.5,88.0,111.0,233.0
29.0,6.8,6.5,128.0,295.0,507.0
32.0,7.8,7.2,250.0,128.0,249.0
28.0,7.2,6.4,71.0,67.0,165.0
27.0,7.4,6.5,71.0,98.0,189.0
31.0,7.6,7.1,428.0,226.0,443.0
28.0,6.8,7.2,856.0,213.0,348.0
27.0,7.3,7.3,152.0,333.0,998.0
28.0,6.9,7.2,58.0,14.0,55.0
29.0,7.0,7.2,56.0,4.0,16.5
22.0,7.9,7.9,385.0,11.0,24.0
18.0,3.9,7.9,2422.0,,
24.0,4.9,7.6,972.0,328.0,718.0
20.0,7.4,7.5,413.0,1663.0,10775.0
21.0,6.1,7.8,632.0,37250.0,162500.0
24.0,4.9,8.1,852.0,,
26.0,4.5,8.3,996.0,,
21.0,6.7,7.6,425.0,22250.0,78750.0
21.0,6.3,7.7,619.0,28250.0,125000.0
22.0,6.4,7.7,439.0,60275.0,440750.0
22.0,6.5,7.7,686.0,19750.0,105000.0
21.0,6.4,7.8,754.0,56500.0,227500.0
22.0,6.3,7.7,615.0,34500.0,622500.0
21.0,6.2,7.6,457.0,8633.0,49000.0
21.0,6.0,7.8,690.0,16250.0,117500.0
21.0,5.9,7.8,692.0,94000.0,222500.0
21.0,5.9,7.7,699.0,60500.0,967500.0
22.0,6.5,8.2,1315.0,,
25.0,6.6,8.2,895.0,,
29.0,,7.2,,,
30.0,,7.4,,,
29.0,1.0,7.3,,,
19.0,5.6,7.4,168.0,5.0,16.0
25.0,6.7,7.9,135.0,,3.0
25.0,6.5,7.9,195.0,,3.0
24.0,7.3,7.8,219.0,,
24.0,7.7,7.9,227.0,,15.0
23.0,6.2,7.0,132.0,,102.0
23.0,6.4,7.4,137.0,,58.0
23.0,6.4,7.6,200.0,,36.0
23.0,7.0,7.6,210.0,100.0,137.0
23.0,3.6,7.2,249.0,,383.0
23.0,3.7,7.5,224.0,,394.0
24.0,7.1,7.3,156.0,,89.0
23.0,7.1,7.2,127.0,,60.0
22.0,5.8,7.6,258.0,,118.0
24.0,8.4,7.9,383.0,,180.0
20.0,8.1,7.2,221.0,213.0,373.0
18.0,6.1,3.1,738.0,32.0,45.0
16.0,8.0,7.0,164.0,1600.0,2067.0
19.0,5.4,7.2,153.0,213.0,278.0
18.0,7.0,7.0,161.0,250.0,375.0
27.0,5.2,7.4,120.0,203.0,280.0
27.0,4.7,7.4,139.0,308.0,440.0
27.0,5.4,7.4,128.0,353.0,565.0
23.0,6.9,7.2,233.0,,119.0
,,7.61,168.2,,
25.0,7.102,7.945,307.5,26.0,50.0
25.5,3.487,7.015,25950.0,378.0,1400.0
22.0,5.35,7.935,735.0,27650.0,15000.0
25.5,7.05,7.995,535.0,13400.0,33500.0
29.667,6.5,8.14,16410.0,9200.0,2400.0
25.5,,7.885,896.5,3.0,10.0
29.0,5.6,8.173,3660.0,4500.0,6867.0
26.5,6.085,7.695,933.0,450.0,1550.0
26.5,6.055,7.605,6715.0,45.0,140.0
28.0,,7.215,15580.0,7.0,8.0
27.0,7.93,8.32,2160.0,4.0,5.0
25.667,4.9,7.943,504.7,1810.0,2367.0
27.75,6.625,7.725,149.3,2.0,60.0
27.75,5.175,6.95,464.0,75.0,255.0
30.0,6.4,7.45,142.8,1787.0,4073.0
28.25,6.2,7.9,218.0,,85.0
26.667,7.4,6.733,344.3,33.0,160.0
28.75,7.6,6.775,213.3,133.0,3275.0
28.0,7.35,7.1,214.8,41.0,285.0
28.25,7.675,6.875,103.3,18.0,96.0
27.25,7.125,7.55,418.3,18.0,106.0
28.5,7.0,6.725,497.3,1956.0,5425.0
27.714,6.543,7.229,130.4,8.0,187.0
28.714,6.7,7.307,121.5,9.0,162.0
28.667,7.1,7.507,102.5,10.0,152.0
26.667,6.333,7.277,542.0,15.0,207.0
26.714,6.471,7.379,204.3,10.0,174.0
28.286,6.371,7.061,214.0,18.0,292.0
19.333,6.7,7.44,153.3,23.0,305.0
29.083,6.2,6.457,881.1,253.0,541.0
27.417,7.286,6.586,82.9,222.0,470.0
27.286,6.525,6.5,124.1,334.0,844.0
28.6,6.917,6.95,185.4,165.0,433.0
28.667,6.8,7.043,8489.9,238.0,473.0
27.786,7.075,7.25,107.3,238.0,384.0
28.143,7.013,6.712,151.4,262.0,485.0
27.5,6.787,6.65,119.3,294.0,574.0
28.571,4.1,6.775,511.4,2150.0,3100.0
27.0,6.9,6.8,224.0,2000.0,2500.0
26.5,6.867,6.833,292.7,1900.0,2400.0
26.25,6.467,6.6,240.0,2100.0,2733.0
26.75,6.667,6.933,268.0,2333.0,3300.0
26.75,6.967,6.933,268.0,1600.0,2233.0
26.5,6.733,6.867,324.0,1973.0,2233.0
27.0,6.714,6.957,143.4,1457.0,2171.0
26.75,6.733,6.733,242.7,1867.0,2833.0
28.0,7.233,6.867,75.7,1600.0,2300.0
