PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,Cond @ 25C,Oxygen Diss,Temp Water,pH,cos_day_of_year,sin_day_of_year,Cond @ 25C_x_Oxygen Diss,Cond @ 25C_x_Temp Water,Cond @ 25C_x_pH,Cond @ 25C_x_cos_day_of_year,Cond @ 25C_x_sin_day_of_year,Oxygen Diss_x_Temp Water,Oxygen Diss_x_pH,Oxygen Diss_x_cos_day_of_year,Oxygen Diss_x_sin_day_of_year,Temp Water_x_pH,Temp Water_x_cos_day_of_year,Temp Water_x_sin_day_of_year,pH_x_cos_day_of_year,pH_x_sin_day_of_year,cos_day_of_year_x_sin_day_of_year,E.coli C-MF
-0.071458473302799,-0.012117211768684,0.031956761559149,-0.1295485238576,-0.048671573786433,-0.23786667226307,-0.077670112956462,-3.78159339408664E-16,441,9.37,15.9,8.31,-0.446983429519674,-0.89454223697645,4132.17,7011.9,3664.71,-197.119692418176,-394.493126506614,148.983,77.8647,-4.18823473459935,-8.38186076046934,132.129,-7.10703652936282,-14.2232215679256,-3.71443229930849,-7.4336459892743,0.399845556933935,670
-0.070860298479039,-0.011977368281886,0.03155897749702,-0.127422048516011,-0.047564368377916,-0.229489932097509,-0.068380520433552,3.11289408694326E-16,713,0.871,14.7,7.42,-0.415948391824942,-0.909388220364792,621.023,10481.1,5290.46,-296.571203371184,-648.393801120097,12.8037,6.46282,-0.362291049279524,-0.792077139937734,109.074,-6.11444135982665,-13.3680068393624,-3.08633706734107,-6.74766059510676,0.378258567805281,72
0.887398996853239,0.024504838452624,-0.052100159783356,0.114027103166301,0.024586700395668,0.064774986658674,0.004739165545527,-2.44830054045453E-18,1272,8.24,12.7,7.96,-0.287260970550596,-0.957852355427667,10481.28,16154.4,10125.12,-365.395954540358,-1218.38819610399,104.648,65.5904,-2.36703039733691,-7.89270340872398,101.092,-3.64821432599257,-12.1647249139314,-2.28659732558274,-7.62450474920423,0.275153597264326,135
-0.074607509859172,-0.012868448902705,0.034106214694358,-0.141342449521468,-0.055082655930676,-0.290971179882807,-0.242157015607794,-0.003659881748954,404,10.6,12.6,7.71,-0.084834877905765,-0.996395023818723,4282.4,5090.4,3114.84,-34.2732906739291,-402.543589622764,133.56,81.726,-0.899249705801109,-10.5617872524785,97.146,-1.06891946161264,-12.5545773001159,-0.654076908653448,-7.68220563364235,0.084529050191573,90
-0.068013608210938,-0.011323926938467,0.029709897205516,-0.117757399371554,-0.042706790739786,-0.195131130167178,-0.042790888608783,3.08658739432968E-17,439,8.44,13.4,7.09,-0.084834877905765,-0.996395023818723,3705.16,5882.6,3112.51,-37.2425114006308,-437.417415456419,113.096,59.8396,-0.716006369524656,-8.40957400103002,95.006,-1.13678736393725,-13.3516933191709,-0.601479284351874,-7.06444071887475,0.084529050191573,63
-0.068013608210938,-0.011323926938467,0.029709897205516,-0.117757399371554,-0.042706790739786,-0.195131130167178,-0.042790888608783,3.08658739432968E-17,411,9.83,14.4,7.37,0.018276557681691,-0.999832969770105,4040.13,5918.4,3029.07,7.511665207175,-410.931350575513,141.552,72.4471,0.179658562011023,-9.82835809284013,106.128,0.26318243061635,-14.3975947646895,0.134698230114063,-7.36876898720568,-0.01827350494406,64
-0.074607509859172,-0.012868448902705,0.034106214694358,-0.141342449521468,-0.055082655930676,-0.290971179882807,-0.242157015607794,-0.003659881748954,436,9.91,14.5,7.51,0.018276557681691,-0.999832969770105,4320.76,6322,3274.36,7.96857914921728,-435.927174819766,143.695,74.4241,0.181120686625558,-9.90834473042174,108.895,0.265010086384519,-14.4975780616665,0.137256948189499,-7.50874560297349,-0.01827350494406,73
-0.071458473302799,-0.012117211768684,0.031956761559149,-0.1295485238576,-0.048671573786433,-0.23786667226307,-0.077670112956462,-3.78159339408664E-16,245,10.1,11.1,7.7,0.035472555753126,-0.999370650853997,2474.5,2719.5,1886.5,8.69077615951587,-244.845809459229,112.11,77.77,0.358272813106573,-10.0936435736254,85.47,0.393745368859699,-11.0930142244794,0.27313867929907,-7.69515401157578,-0.035450231130456,88
-0.068013608210938,-0.011323926938467,0.029709897205516,-0.117757399371554,-0.042706790739786,-0.195131130167178,-0.042790888608783,4.22015207797349E-16,377,9.68,11.5,7.7,0.035472555753126,-0.999370650853997,3649.36,4335.5,2902.9,13.3731535189285,-376.762735371957,111.32,74.536,0.34337433969026,-9.67390790026669,88.55,0.407934391160949,-11.492762484821,0.27313867929907,-7.69515401157578,-0.035450231130456,82
-0.070272055094752,-0.011840715806369,0.031170974574266,-0.12536425587662,-0.046506417042578,-0.22168311398679,-0.061075675415615,-7.81702302910277E-16,255,9.99,11.1,7.7,0.035472555753126,-0.999370650853997,2547.45,2830.5,1963.5,9.04550171704713,-254.839515967769,110.889,76.923,0.354370831973729,-9.98371280203143,85.47,0.393745368859699,-11.0930142244794,0.27313867929907,-7.69515401157578,-0.035450231130456,82
-0.071458473302799,-0.012117211768684,0.03195676155915,-0.1295485238576,-0.048671573786433,-0.23786667226307,-0.07767011295646,1.01189335299218E-15,380,7.04,11.6,7.59,0.086977231313686,-0.99621029970233,2675.2,4408,2884.2,33.0513478992007,-378.559913886885,81.664,53.4336,0.612319708448349,-7.0133205099044,88.044,1.00893588323876,-11.556039476547,0.660157185670877,-7.56123617474068,-0.086647613674286,73
-0.070860298479039,-0.011977368281886,0.03155897749702,-0.127422048516011,-0.047564368377916,-0.229489932097509,-0.068380520433552,3.11289408694326E-16,259,6.12,12.3,7.6,0.086977231313686,-0.99621029970233,1585.08,3185.7,1968.4,22.5271029102447,-258.018467622903,75.276,46.512,0.532300655639758,-6.09680703417826,93.48,1.06981994515834,-12.2533866863387,0.661026957984014,-7.57119827773771,-0.086647613674286,73
-0.074607509859172,-0.012868448902705,0.034106214694358,-0.141342449521468,-0.055082655930676,-0.290971179882807,-0.242157015607794,-0.003659881748954,386,10.1,13.7,7.61,0.155266249859996,-0.987872659635043,3898.6,5288.2,2937.46,59.9327724459585,-381.318846619127,138.37,76.861,1.56818912358596,-9.97751386231393,104.257,2.12714762308194,-13.5338554370001,1.18157616143457,-7.51771093982268,-0.153383283200753,81
-0.068013608210938,-0.011323926938467,0.029709897205516,-0.117757399371554,-0.042706790739786,-0.195131130167178,-0.042790888608783,3.08658739432968E-17,392,8.77,14.4,6.8,0.155266249859996,-0.987872659635043,3437.84,5644.8,2665.6,60.8643699451184,-387.246082576937,126.288,59.636,1.36168501127216,-8.66364322499933,97.92,2.23583399798394,-14.2253662987446,1.05581049904797,-6.71753408551829,-0.153383283200753,55
-0.071458473302799,-0.012117211768684,0.03195676155915,-0.1295485238576,-0.048671573786433,-0.23786667226307,-0.07767011295646,1.01189335299218E-15,866,3.15,11.5,7.29,0.172236243027682,-0.985055671821501,2727.9,9959,6313.14,149.156586461973,-853.05821179742,36.225,22.9635,0.542544165537198,-3.10292536623773,83.835,1.98071679481834,-11.3281402259473,1.2556022116718,-7.18105584757874,-0.169662288087645,64
-0.070860298479039,-0.011977368281886,0.03155897749702,-0.127422048516011,-0.047564368377916,-0.229489932097509,-0.068380520433552,3.11289408694326E-16,743,2.91,11.7,7.34,0.172236243027682,-0.985055671821501,2162.13,8693.1,5453.62,127.971528569568,-731.896364163375,34.047,21.3594,0.501207467210555,-2.86651200500057,85.878,2.01516404342388,-11.5251513603116,1.26421402382319,-7.23030863116982,-0.169662288087645,64
-0.074607509859172,-0.012868448902705,0.034106214694358,-0.141342449521468,-0.055082655930676,-0.290971179882807,-0.242157015607794,-0.003659881748954,390,10.6,12.3,7.58,0.206018320325171,-0.978548134580203,4134,4797,2956.2,80.3471449268167,-381.633772486279,130.38,80.348,2.18379419544681,-10.3726102265502,93.234,2.5340253399996,-12.0361420553365,1.5616188680648,-7.41739486011794,-0.201598843043543,73
-0.068013608210938,-0.011323926938467,0.029709897205516,-0.117757399371554,-0.042706790739786,-0.195131130167178,-0.042790888608783,3.08658739432968E-17,204,10.4,12.8,6.87,0.206018320325171,-0.978548134580203,2121.6,2611.2,1401.48,42.0277373463349,-199.623819454361,133.12,71.448,2.14259053138178,-10.1769005996341,87.936,2.63703450016219,-12.5254161226266,1.41534586063392,-6.72262568456599,-0.201598843043543,55
-0.074607509859172,-0.012868448902705,0.034106214694358,-0.141342449521468,-0.055082655930676,-0.290971179882807,-0.242157015607794,-0.003659881748954,422,11,12.1,7.51,0.289319977618695,-0.957232443323312,4642,5106.2,3169.22,122.093030555089,-403.952091082438,133.1,82.61,3.18251975380564,-10.5295568765564,90.871,3.50077172918621,-11.5825125642121,2.1727930319164,-7.18881564935807,-0.276946469078189,73
-0.068013608210938,-0.011323926938467,0.029709897205516,-0.117757399371554,-0.042706790739786,-0.195131130167178,-0.042790888608783,3.08658739432968E-17,459,8.8,12.6,6.9,0.289319977618695,-0.957232443323312,4039.2,5783.4,3167.1,132.797869726981,-439.3696914854,110.88,60.72,2.54601580304452,-8.42364550124515,86.94,3.64543171799556,-12.0611287858737,1.996307845569,-6.60490385893085,-0.276946469078189,55
-0.068013608210938,-0.011323926938467,0.029709897205516,-0.117757399371554,-0.042706790739786,-0.195131130167178,-0.042790888608783,3.08658739432968E-17,408,9.94,12.3,6.9,0.417902888886787,-0.908491703572508,4055.52,5018.4,2815.2,170.504378665809,-370.664615057583,122.262,68.586,4.15395471553466,-9.03040753351073,84.87,5.14020553330748,-11.1744479539418,2.88352993331883,-6.26859275465031,-0.37966130745263,55
-0.074607509859172,-0.012868448902705,0.034106214694358,-0.141342449521468,-0.055082655930676,-0.290971179882807,-0.242157015607794,-0.003659881748954,427,10.5,12.4,7.51,0.417902888886787,-0.908491703572508,4483.5,5294.8,3206.77,178.444533554658,-387.925957425461,130.2,78.855,4.38798033331126,-9.53916288751133,93.124,5.18199582219616,-11.2652971242991,3.13845069553977,-6.82277269382954,-0.37966130745263,73
-0.071458473302799,-0.012117211768684,0.03195676155915,-0.1295485238576,-0.048671573786433,-0.23786667226307,-0.07767011295646,1.01189335299218E-15,864,3.7,11.5,7.3,0.417902888886787,-0.908491703572508,3196.8,9936,6307.2,361.068095998184,-784.936831886647,42.55,27.01,1.54624068888111,-3.36141930321828,83.95,4.80588322219805,-10.4476545910838,3.05069108887354,-6.63198943607931,-0.37966130745263,64
-0.070860298479039,-0.011977368281886,0.03155897749702,-0.127422048516011,-0.047564368377916,-0.229489932097509,-0.068380520433552,3.11289408694326E-16,758,2.49,12,7.36,0.417902888886787,-0.908491703572508,1887.42,9096,5578.88,316.770389776185,-688.636711307961,29.88,18.3264,1.0405781933281,-2.26214434189554,88.32,5.01483466664144,-10.9019004428701,3.07576526220675,-6.68649893829366,-0.37966130745263,64
-0.074607509859172,-0.012868448902705,0.034106214694358,-0.141342449521468,-0.055082655930676,-0.290971179882807,-0.242157015607794,-0.003659881748954,406,11.1,9.6,7.61,0.524010325367576,-0.851711910746919,4506.6,3897.6,3089.66,212.748192099236,-345.795035763249,106.56,84.471,5.81651461158009,-9.4540022092908,73.056,5.03049912352873,-8.17643434317042,3.98771857604725,-6.48152764078405,-0.446305835469933,81
